,query,seed_keyword,competition,avg_cpc,1,2,3,4,5,6,7,8,9,10,11,12
836,train paris a lyon,train paris lyon,5.49,0.07,10,10,10,10,20,10,20,20,20,20,10,20
837,billet tgv paris lyon part dieu,train paris lyon,17.14,0.07,10,10,10,20,20,20,20,40,20,30,20,30
838,prix paris lyon,train paris lyon,0.0,0.0,10,20,30,20,30,20,20,20,40,30,20,30
839,tgv paris,train paris lyon,3.47,0.11,590,1900,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900
840,ticket paris lyon,train paris lyon,0.0,0.0,10,10,30,10,20,10,20,20,10,10,10,10
841,billet pas cher train paris lyon,train paris lyon,0.0,0.0,0,0,10,0,0,0,10,0,0,0,10,10
842,billet de train sncf paris lyon,train paris lyon,21.43,0.06,10,20,30,20,10,20,10,10,20,20,20,20
843,lyon paris en tgv,train paris lyon,6.35,0.17,20,30,50,40,50,50,70,70,50,40,50,50
844,billet lyon,train paris lyon,6.31,0.24,40,140,390,320,390,260,320,320,320,210,210,210
845,billet de train pas cher paris lyon part dieu,train paris lyon,28.57,0.07,10,10,10,10,10,10,30,10,20,40,20,30
846,horaire train gare de lyon,train paris lyon,0.0,0.0,50,170,390,320,320,320,480,390,390,480,390,320
847,lyon paris billet,train paris lyon,58.73,0.12,10,70,90,20,50,50,40,140,90,50,30,30
848,train pour aller a lyon,train paris lyon,7.14,0.0,10,20,20,20,30,20,40,30,30,20,20,20
849,lyon to paris train,train paris lyon,7.79,0.09,110,390,590,590,590,590,1000,1000,880,1900,1000,880
850,billet de train tgv paris lyon,train paris lyon,85.71,0.13,10,10,10,10,10,10,20,20,10,10,10,10
851,tarif sncf paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,10,10,10,20,10
852,aller paris lyon,train paris lyon,0.0,0.0,10,10,10,10,20,20,10,20,10,10,10,10
853,billet paris lyon part dieu,train paris lyon,0.0,0.0,10,10,20,10,10,10,20,70,20,20,20,30
854,tgv moins cher paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
855,billet de train pour lyon pas cher,train paris lyon,42.86,0.08,10,10,50,20,20,20,30,30,20,30,20,30
856,train paris lyon perrache,train paris lyon,7.79,0.1,10,20,90,70,40,70,90,70,50,90,70,90
857,billets de train pas cher paris lyon,train paris lyon,0.0,0.18,0,10,10,10,10,10,10,20,10,10,10,10
858,billet tgv lyon,train paris lyon,4.08,0.0,10,10,50,30,20,30,30,40,30,40,50,40
859,train paris clermont ferrand,train paris lyon,9.62,0.1,320,1000,1300,1300,1300,1300,1600,1600,1300,1900,1900,1600
860,de paris à lyon,train paris lyon,1.02,0.0,30,10,30,20,40,30,30,30,30,40,30,30
861,réservation tgv paris lyon,train paris lyon,10.71,0.06,10,10,10,20,20,20,30,20,10,20,30,20
862,train paris grenoble,train paris lyon,9.69,0.1,390,1300,1900,2400,1900,1900,1900,1600,1600,1900,1900,1300
863,reservation tgv paris lyon,train paris lyon,33.33,0.12,10,30,70,30,20,20,20,10,20,10,10,10
864,billet train paris lyon part dieu,train paris lyon,6.12,0.0,10,10,20,10,10,20,10,40,10,10,10,20
865,train france,train paris lyon,2.48,0.11,1300,4400,2900,2900,3600,2900,4400,4400,5400,5400,4400,3600
866,sncf billet tgv paris lyon,train paris lyon,0.0,0.0,0,10,10,0,10,10,10,10,10,10,30,10
867,aller a lyon,train paris lyon,1.1,0.0,50,110,170,110,210,140,170,140,210,110,140,110
868,lyon paris aller retour,train paris lyon,0.0,0.07,10,20,30,20,30,30,30,20,20,20,20,20
869,billet de train gare de lyon,train paris lyon,42.86,0.11,10,10,40,40,30,40,40,50,40,70,70,40
870,train paris dijon,train paris lyon,7.04,0.09,390,1000,1300,1300,1600,1600,1900,1600,1300,1600,1600,1300
871,train paris amiens,train paris lyon,5.61,0.06,390,1300,2400,2400,2400,2400,2400,2400,1900,1900,1900,1900
872,train paris tours,train paris lyon,8.69,0.12,390,1000,1600,1300,1300,1600,1900,1900,1600,1600,1600,1600
873,train paris avignon,train paris lyon,4.4,0.07,390,1000,1000,880,1000,880,1300,1300,1600,1900,1900,1300
874,train paris nancy,train paris lyon,12.34,0.15,320,1000,1600,1300,1600,1600,1900,1900,1600,1300,1600,1600
875,billet de train paris montpellier,train paris lyon,24.29,0.09,210,390,720,480,390,480,720,720,1300,1300,1000,720
876,aller retour lyon,train paris lyon,0.0,0.0,10,40,50,50,50,70,50,70,50,50,50,40
877,billet lyon paris,train paris lyon,34.93,0.14,140,480,1000,590,720,720,880,1000,880,720,720,590
878,sncf paris lyon part dieu,train paris lyon,14.29,0.0,10,10,20,70,70,40,20,90,50,50,30,20
879,paris vers lyon,train paris lyon,0.65,0.23,20,40,50,40,40,50,40,50,50,40,30,40
880,tgv paris lyon perrache,train paris lyon,8.57,0.1,10,20,50,50,50,50,70,110,40,110,90,90
881,trajet train paris lyon,train paris lyon,0.95,0.0,10,10,30,40,20,40,30,30,30,40,30,40
882,aller à lyon en train,train paris lyon,0.0,0.0,10,10,50,40,30,20,30,20,10,10,10,20
883,billet lyon pas cher,train paris lyon,0.0,0.12,0,10,40,10,20,30,40,20,50,50,40,20
884,billet train lyon paris,train paris lyon,22.12,0.11,140,390,1000,1000,720,1000,1300,1000,880,880,880,720
885,train paris angers,train paris lyon,9.59,0.08,320,1000,1600,1300,1300,1600,1900,1600,1600,1600,1600,1300
886,tgv paris a lyon,train paris lyon,7.14,0.08,10,10,10,10,10,10,10,10,10,10,10,10
887,lyon paris trajet,train paris lyon,2.46,0.0,70,140,210,140,170,140,170,140,210,140,110,140
888,train paris lausanne,train paris lyon,4.37,0.07,210,480,1000,1000,880,880,880,1000,880,880,720,720
889,prix du billet de train paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
890,train paris limoges,train paris lyon,7.84,0.1,390,1000,1000,1000,1300,1300,1600,1300,1300,1600,1600,1300
891,train paris troyes,train paris lyon,5.83,0.08,590,1000,1600,1600,1900,1900,2400,1900,1600,1900,1600,1600
892,lyon paris pas cher train,train paris lyon,71.43,0.06,10,20,50,20,30,40,90,70,70,50,40,40
893,prix de billet de train paris lyon,train paris lyon,0.0,0.0,10,0,10,10,0,10,10,10,0,0,10,0
894,billet train pas cher pour lyon,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,0,10
895,paris et lyon,train paris lyon,0.0,0.0,30,90,70,20,30,20,10,40,20,20,10,10
896,lyon paris billet pas cher,train paris lyon,0.0,0.11,0,10,10,10,10,10,20,10,20,20,30,20
897,sncf lyon paris,train paris lyon,2.54,0.11,480,880,1600,1900,1900,1900,2400,1900,1300,1600,1600,1600
898,voyage a lyon pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
899,billet pour lyon pas cher,train paris lyon,64.29,0.15,10,20,40,10,20,20,20,20,20,20,20,50
900,billet de train de paris a lyon,train paris lyon,14.29,0.06,10,10,10,10,10,10,10,10,10,10,10,10
901,itinéraire paris lyon,train paris lyon,0.0,0.0,170,260,320,260,390,260,140,320,480,480,320,390
902,billet moins cher paris lyon,train paris lyon,50.0,0.19,10,10,40,10,20,20,40,20,20,10,10,10
903,billet de train aller retour paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
904,train pas cher lyon,train paris lyon,21.43,0.11,10,20,30,20,10,20,30,40,30,50,30,30
905,train paris aix en provence,train paris lyon,10.97,0.09,390,880,1000,1000,880,880,1300,1300,1600,1600,1600,1300
906,billet train paris,train paris lyon,15.24,0.17,90,390,880,880,590,880,1000,880,880,880,880,720
907,billet prems paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,30,40,50,30,20,10
908,train nimes paris,train paris lyon,5.39,0.06,320,590,1000,1000,1300,1000,1600,1300,1300,1000,1000,1000
909,aller a lyon en train,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,30,20,20,40,30
910,prix de tgv paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,0,0
911,prix du tgv paris lyon,train paris lyon,0.0,0.0,0,0,0,10,10,10,10,10,10,10,10,10
912,tgv billet paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,20,20,10
913,train paris poitiers,train paris lyon,10.59,0.09,260,720,1000,880,1000,1000,1600,1000,1000,1300,1000,1000
914,train paris nimes,train paris lyon,6.95,0.12,480,880,880,880,880,720,1000,880,1000,1300,1000,1000
915,idtgv paris lyon part dieu,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,0
916,sncf pas cher paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,20,10,10,20,20
917,tarif billet tgv paris lyon,train paris lyon,0.0,0.0,0,0,10,0,10,0,0,0,0,0,10,10
918,billet tgv lyon paris,train paris lyon,27.71,0.18,70,210,590,590,480,590,720,720,480,480,590,590
919,billet sncf pas cher paris lyon,train paris lyon,0.0,0.0,0,0,10,10,0,10,10,0,10,0,0,10
920,train paris lyon pas cher,train paris lyon,14.29,0.14,70,170,320,210,210,320,480,320,480,480,480,390
921,ticket train paris lyon,train paris lyon,0.0,0.13,10,10,10,10,10,10,10,20,10,10,30,10
922,train paris quimper,train paris lyon,7.44,0.07,390,880,720,720,720,720,1300,1000,1300,1600,1300,1000
923,billet train pas cher lyon,train paris lyon,0.0,0.09,0,10,10,10,10,20,10,20,20,10,10,10
924,tgv aller retour paris lyon,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
925,billet de train paris strasbourg,train paris lyon,27.3,0.09,50,170,390,320,390,720,590,480,390,390,390,390
926,horaires paris lyon,train paris lyon,0.0,0.0,20,30,70,70,70,110,110,110,70,140,140,140
927,billet paris lyon pas cher,train paris lyon,83.93,0.12,20,50,210,140,260,260,320,140,210,260,320,320
928,train lyon paris pas cher,train paris lyon,28.57,0.13,10,140,390,210,210,260,480,390,320,320,320,260
929,billet de train pas cher lyon,train paris lyon,28.57,0.1,10,10,20,10,10,20,20,30,30,20,20,10
930,billet train pas cher sncf paris lyon,train paris lyon,0.0,0.0,0,0,0,0,0,0,10,10,10,10,10,10
931,tgv orly lyon,train paris lyon,0.0,0.0,10,40,30,30,30,30,30,30,20,20,20,20
932,prix aller retour paris lyon,train paris lyon,2.86,0.0,10,10,10,10,10,10,10,10,10,10,10,10
933,aller a lyon pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,20,10
934,lyon paris sncf pas cher,train paris lyon,0.0,0.0,0,10,0,10,0,10,10,10,10,10,10,10
935,lyon paris en train pas cher,train paris lyon,0.0,0.0,10,10,20,10,10,10,10,20,10,10,10,30
936,train pas cher lyon paris,train paris lyon,63.49,0.12,10,90,260,140,140,260,390,260,210,210,320,260
937,train orly lyon,train paris lyon,0.0,0.0,10,50,20,40,20,20,30,40,30,20,20,20
938,train evreux paris,train paris lyon,4.42,0.07,320,720,1300,1600,1300,1600,1900,1600,1600,1600,1600,1300
939,billet de tgv pour lyon,train paris lyon,21.43,0.09,10,10,10,0,10,10,10,10,10,10,10,10
940,billet de train moins cher paris lyon,train paris lyon,0.0,0.0,0,20,20,10,10,10,10,20,10,10,10,10
941,train pas cher pour lyon,train paris lyon,42.86,0.07,10,0,20,10,10,20,20,10,10,10,20,10
942,train paris granville,train paris lyon,7.46,0.05,210,590,720,590,880,590,880,720,1000,1000,1000,720
943,partir a lyon,train paris lyon,3.97,0.0,20,20,40,20,20,20,30,40,40,30,30,20
944,lyon paris low cost,train paris lyon,0.0,0.0,20,20,20,30,30,30,10,10,10,10,10,10
945,ticket tgv paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
946,train paris valence,train paris lyon,8.8,0.06,210,480,720,590,590,590,720,720,880,1000,880,880
947,partir a lyon pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,0
948,train lyon pas cher,train paris lyon,0.0,0.05,0,10,10,10,10,10,10,10,30,20,20,20
949,lyon paris billetterie,train paris lyon,0.0,0.0,10,140,140,10,10,10,10,140,70,10,10,0
950,billet train paris lyon perrache,train paris lyon,0.0,0.0,10,10,10,20,10,10,10,20,10,10,10,10
951,train paris mulhouse,train paris lyon,7.81,0.09,260,590,720,720,880,720,880,720,720,720,720,590
952,billet train sncf paris lyon,train paris lyon,0.0,0.0,10,10,20,20,10,10,10,10,10,10,10,10
953,train low cost paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
954,lyon paris prix,train paris lyon,0.0,0.0,20,40,20,20,40,30,20,20,20,20,10,20
955,billet train lyon pas cher,train paris lyon,7.14,0.0,10,10,10,20,20,20,30,20,30,30,20,30
956,billet de train pas cher pour paris lyon,train paris lyon,0.0,0.0,0,0,0,0,0,10,0,10,10,10,10,10
957,tarif billet de train paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
958,paris lyon sncf,train paris lyon,2.4,0.1,110,320,480,480,480,590,590,720,590,720,720,590
959,billet pour paris lyon,train paris lyon,57.14,0.15,10,10,10,10,10,10,10,10,10,10,10,10
960,lyon paris lyon,train paris lyon,0.0,0.0,10,10,10,20,10,10,10,10,10,10,10,10
961,train marseille rome,train paris lyon,22.04,0.26,30,50,320,390,320,320,390,320,320,320,260,320
962,aller retour tgv paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
963,billet de tgv pas cher paris lyon,train paris lyon,0.0,0.0,0,10,0,0,0,0,10,0,0,0,0,0
964,voyage sncf paris lyon,train paris lyon,0.0,0.0,10,20,50,20,20,40,30,20,20,10,30,20
965,dernier train paris lyon,train paris lyon,0.0,0.21,0,10,10,10,10,10,30,10,10,10,20,20
966,lyon sncf,train paris lyon,7.59,0.1,30,140,170,170,210,260,260,260,140,210,170,320
967,sncf tarif paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
968,bon plan lyon paris,train paris lyon,0.0,0.0,0,0,10,0,10,10,10,10,10,10,10,10
969,paris lyon ouigo,train paris lyon,18.01,0.08,260,1300,1900,1000,1600,1900,2900,2400,1600,1900,1900,1900
970,distance paris lyon,train paris lyon,0.01,0.0,1900,2400,2900,2900,3600,2900,2900,2900,3600,3600,2900,4400
971,train vers lyon,train paris lyon,5.71,0.09,10,10,30,20,20,20,30,10,20,20,20,20
972,trajet sncf paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
973,billet train moins cher paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
974,train paris evreux,train paris lyon,8.61,0.07,260,590,1000,880,1000,1000,1300,1300,1000,1000,1000,1000
975,train paris lourdes,train paris lyon,5.31,0.12,70,170,390,320,210,320,390,480,720,720,480,590
976,gare tgv lyon,train paris lyon,0.0,0.0,90,260,480,480,260,480,590,480,390,390,320,480
977,horaires sncf paris lyon,train paris lyon,0.0,0.0,20,10,40,40,30,50,70,90,40,70,90,70
978,paris lyon distance,train paris lyon,0.17,1.39,2400,2400,3600,2900,4400,2900,3600,2900,4400,4400,3600,4400
979,voyage lyon pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,20,10,10,10,10
980,billet tgv pour lyon pas cher,train paris lyon,0.0,0.0,0,0,0,0,10,0,0,10,0,0,10,10
981,billet train gare de lyon,train paris lyon,3.57,0.0,10,10,10,20,10,10,20,20,30,20,20,20
982,reservation billet tgv paris lyon,train paris lyon,0.0,0.21,10,0,20,10,10,10,10,10,10,10,10,10
983,horaire de train paris lyon,train paris lyon,5.95,0.21,10,50,50,50,20,30,50,50,30,70,50,40
984,billet de train pas cher lyon paris,train paris lyon,19.05,0.18,10,40,110,70,70,110,140,210,140,110,140,110
985,billet lyon paris pas cher,train paris lyon,33.33,0.15,10,70,140,70,110,110,170,140,210,140,170,110
986,train paris beziers,train paris lyon,14.7,0.07,140,320,390,320,390,320,480,390,590,880,590,480
987,lyon en tgv,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
988,billet de train pour paris lyon,train paris lyon,14.29,0.07,10,10,10,10,10,10,10,10,10,10,0,0
989,train nice montpellier,train paris lyon,5.8,0.07,110,170,260,210,210,260,320,320,390,390,320,320
990,strasbourg to paris train,train paris lyon,20.41,0.22,40,210,260,320,480,320,390,480,320,390,390,390
991,paris to toulouse train,train paris lyon,12.78,0.21,50,170,320,260,320,260,390,390,320,390,390,320
992,gare lyon tgv,train paris lyon,0.0,0.0,10,20,70,70,40,50,70,70,70,50,40,40
993,train paris angouleme,train paris lyon,8.18,0.07,170,390,480,590,480,480,720,480,590,720,590,480
994,aller a lyon en tgv,train paris lyon,0.0,0.0,0,0,10,10,10,0,0,10,10,0,10,10
995,billet train pour lyon pas cher,train paris lyon,7.14,0.0,10,10,10,10,10,10,10,20,10,10,10,10
996,train a lyon,train paris lyon,7.14,0.0,10,20,30,10,30,30,10,20,20,20,10,10
997,prix du billet tgv paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,0,10,10,0,10,10
998,train paris auxerre,train paris lyon,8.78,0.12,140,320,390,320,480,480,590,590,590,590,480,480
999,billet train tgv paris lyon,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1000,train paris naples,train paris lyon,19.33,0.07,50,90,320,320,170,210,260,320,320,390,390,390
1001,tarif billet train paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1002,paris ou lyon,train paris lyon,0.0,0.0,30,30,40,50,40,50,50,50,30,40,40,30
1003,sncf tgv lyon,train paris lyon,0.0,0.0,10,10,20,30,20,20,50,30,20,40,10,20
1004,sncf paris lyon perrache,train paris lyon,0.0,0.0,10,10,10,20,20,20,20,30,10,10,20,20
1005,distance lyon paris,train paris lyon,0.16,0.0,880,880,1300,1300,1600,1300,1000,1000,1600,1000,1000,1300
1006,lyon paris idtgv,train paris lyon,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0
1007,lyon paris gare de lyon tgv,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,20,20,10,20,10
1008,lyon paris train prix,train paris lyon,3.57,0.14,10,10,20,10,10,10,20,10,20,10,20,10
1009,marseille to nice train,train paris lyon,12.14,0.16,20,90,170,140,140,140,320,390,390,590,480,480
1010,paris lyon en train,train paris lyon,5.19,0.14,90,170,260,260,170,260,320,390,320,320,320,260
1011,billet de train lyon paris pas cher,train paris lyon,50.89,0.1,20,70,170,110,140,170,170,140,140,140,210,110
1012,gare de train de lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,0,10,10
1013,billet de train lyon pas cher,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1014,prix du billet paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,10,10,10,10,10
1015,train paris sens,train paris lyon,8.93,0.08,170,480,590,720,880,720,880,720,720,720,720,590
1016,gare du lion,train paris lyon,0.0,0.0,10,10,30,20,40,20,20,20,50,70,170,20
1017,sncf tgv paris lyon perrache,train paris lyon,0.0,0.0,10,10,20,20,30,30,20,20,10,20,30,20
1018,billet tgv pour lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1019,train paris cherbourg,train paris lyon,5.76,0.08,210,480,880,720,880,720,1000,590,720,720,1000,590
1020,train pour lyon horaires,train paris lyon,0.0,0.0,0,10,10,20,10,10,10,10,10,10,10,10
1021,lyon a paris train,train paris lyon,9.52,0.1,10,10,10,20,20,10,20,20,10,20,20,20
1022,tgv paris lyon horaires,train paris lyon,2.86,0.06,210,720,880,880,880,880,390,880,720,880,720,590
1023,prix sncf paris lyon,train paris lyon,7.14,0.06,10,10,10,10,10,10,10,10,10,10,10,10
1024,billet pas cher lyon paris,train paris lyon,10.2,0.17,30,50,170,90,170,110,170,110,110,90,90,70
1025,wifi paris lyon,train paris lyon,0.0,0.0,0,0,10,0,10,10,0,0,0,0,10,0
1026,train paris royan,train paris lyon,11.45,0.12,110,210,320,260,170,170,260,320,880,880,590,480
1027,billetterie paris lyon,train paris lyon,0.0,0.0,0,10,110,70,30,30,10,10,10,10,0,10
1028,comment aller a lyon pas cher,train paris lyon,0.0,0.09,10,10,10,10,10,10,10,10,20,10,10,10
1029,partir de lyon pas cher,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,20,10,10,10
1030,train paris dieppe,train paris lyon,6.18,0.07,140,260,480,320,320,320,480,480,720,880,720,480
1031,billet de train pour lyon sncf,train paris lyon,0.0,0.12,10,10,10,10,10,10,10,10,10,0,10,10
1032,lyon orly train,train paris lyon,0.0,0.0,10,50,140,210,110,140,170,140,90,110,110,110
1033,lyon billet de train,train paris lyon,85.71,0.08,10,10,40,30,30,20,30,30,20,20,30,30
1034,billet de train paris lyon pas cher,train paris lyon,45.24,0.12,10,70,140,70,70,110,210,170,170,170,140,140
1035,gare de lyon billet,train paris lyon,0.0,0.0,0,10,10,10,10,10,20,20,20,10,20,10
1036,billet tgv gare de lyon,train paris lyon,0.0,0.0,10,10,10,10,10,20,10,10,20,20,10,10
1037,train paris niort,train paris lyon,7.43,0.08,210,390,390,390,390,390,590,480,480,590,480,390
1038,billet train lyon paris pas cher,train paris lyon,35.71,0.17,10,40,70,70,70,90,110,90,90,90,140,110
1039,lyon paris train sncf,train paris lyon,2.04,0.06,10,30,30,30,30,30,70,50,50,20,50,50
1040,horaire train paris lyon perrache,train paris lyon,0.0,0.0,0,10,10,10,10,10,20,20,10,10,20,10
1041,train paris hyeres,train paris lyon,7.37,0.13,70,140,170,170,90,110,140,260,480,480,390,320
1042,internet tgv,train paris lyon,4.76,0.0,10,20,50,70,30,50,70,70,90,90,110,110
1043,train paris chamonix,train paris lyon,5.19,0.07,40,140,390,480,320,260,260,170,260,260,210,140
1044,promo paris lyon,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,0,10,10,10
1045,train narbonne paris,train paris lyon,9.44,0.07,110,140,320,320,390,260,480,390,590,480,390,320
1046,ligne tgv paris lyon,train paris lyon,0.2,0.0,70,110,140,140,140,170,170,170,170,170,170,170
1047,lyon paris train tgv,train paris lyon,0.0,0.0,10,10,10,10,20,10,20,10,10,10,10,20
1048,le paris lyon,train paris lyon,0.0,0.0,10,30,30,30,30,30,50,30,20,40,50,70
1049,billet train paris lyon pas cher,train paris lyon,10.05,0.17,50,70,140,90,70,90,110,140,110,110,110,90
1050,sncf billet lyon,train paris lyon,0.0,0.22,10,10,10,10,10,20,10,10,10,10,10,10
1051,prix billet de train tgv paris lyon,train paris lyon,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0
1052,sncf billet pas cher pour lyon,train paris lyon,0.0,0.0,0,0,0,10,0,10,10,0,0,0,0,0
1053,pour aller à lyon,train paris lyon,0.0,0.0,40,50,90,110,110,90,140,110,210,140,110,90
1054,tgv paris lyon pas cher,train paris lyon,35.71,0.2,10,10,10,30,50,90,140,40,90,70,90,30
1055,billet tgv lyon paris pas cher,train paris lyon,34.29,0.28,10,20,50,30,20,20,40,30,20,20,50,70
1056,billet sncf lyon,train paris lyon,0.0,0.0,10,10,10,20,10,20,20,20,10,20,20,20
1057,train paris belfort,train paris lyon,20.28,0.11,90,210,260,210,260,260,320,320,260,320,320,260
1058,lyon paris billet de train,train paris lyon,57.14,0.08,10,10,20,20,10,20,10,20,10,10,10,10
1059,tgv low cost paris lyon,train paris lyon,0.0,0.0,0,10,10,10,10,0,10,10,10,10,10,10
1060,billet pour lyon tgv,train paris lyon,0.0,0.0,10,10,0,0,10,10,10,10,10,10,10,10
1061,lyon orly en train,train paris lyon,0.0,0.0,0,10,10,10,10,10,10,20,10,20,10,20
1062,prix billet sncf paris lyon,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1063,train avignon nice,train paris lyon,7.77,0.1,50,70,210,170,140,210,210,260,320,390,260,210
1064,sncf voyage paris lyon,train paris lyon,0.0,0.0,10,10,10,10,10,0,10,10,10,10,10,10
1065,lyon paris pas cher sncf,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,0,10,10,10,10
1066,tgv lyon paris horaires,train paris lyon,2.92,0.06,140,590,720,590,590,880,880,880,590,720,720,480
1067,lyon orly tgv,train paris lyon,0.0,0.72,0,10,10,10,10,10,20,20,10,10,10,10
1068,paris to nantes train,train paris lyon,7.14,0.1,40,170,260,140,170,170,260,260,210,210,260,140
1069,horaire tgv paris lyon,train paris lyon,2.86,0.06,90,390,720,720,480,720,1000,880,480,720,720,720
1070,horaires sncf paris lyon perrache,train paris lyon,0.0,0.0,0,0,10,10,10,10,10,10,10,10,10,10
1071,aller retour lyon paris,train paris lyon,9.02,0.0,40,70,170,140,110,140,170,140,110,110,110,140
1072,horaire tgv lyon paris,train paris lyon,2.26,0.0,40,110,260,320,210,320,480,390,210,260,390,320
1073,paris to dijon train,train paris lyon,12.78,0.09,20,50,90,90,90,140,210,260,170,210,210,170
1074,paris lyon train pas cher,train paris lyon,45.45,0.19,20,70,170,110,90,140,210,140,170,260,210,210
1075,train montparnasse,train paris lyon,0.52,0.35,210,880,1300,1300,1900,1600,2900,1000,1000,1600,1600,1000
1076,lyon a paris tgv,train paris lyon,0.0,0.0,10,10,10,10,10,10,20,10,10,10,10,10
1077,billet de train moins cher pour lyon,train paris lyon,0.0,0.0,0,10,10,0,10,10,0,10,10,0,10,10
1078,tgv a lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10
1079,nice avignon train,train paris lyon,14.72,0.08,30,90,140,110,140,140,170,170,320,320,260,210
1080,tarif tgv lyon paris,train paris lyon,0.0,0.0,10,20,70,90,70,90,140,210,110,70,110,110
1081,sncf tgv lyon paris,train paris lyon,5.79,0.1,40,110,170,390,320,260,390,390,210,260,260,320
1082,lyon paris place,train paris lyon,0.0,0.0,0,50,20,10,10,10,10,140,50,10,10,10
1083,allez lyon,train paris lyon,0.0,0.0,40,140,210,110,90,170,140,90,90,40,50,110
1084,idtgv paris lyon,train paris lyon,12.5,0.0,10,20,20,20,30,10,30,30,20,20,20,30
1085,lyon paris orly train,train paris lyon,0.0,0.0,10,20,40,50,40,50,50,40,20,30,40,40
1086,lyon billet train,train paris lyon,8.57,0.25,10,10,10,20,10,10,10,10,30,20,10,10
1087,prix tgv lyon paris,train paris lyon,1.97,0.0,50,50,70,90,70,90,110,110,90,90,70,70
1088,paris to lourdes train,train paris lyon,2.86,0.04,10,50,140,140,110,170,260,260,390,390,320,260
1089,train londres brighton,train paris lyon,4.2,0.13,20,70,210,170,110,110,210,210,320,320,210,260
1090,horaire et tarif tgv paris lyon,train paris lyon,0.0,0.0,0,0,0,10,0,10,10,10,10,0,10,10
1091,train paris aix,train paris lyon,6.75,0.12,90,260,260,260,260,260,320,320,390,390,390,390
1092,tgv paris cdg lyon,train paris lyon,0.0,0.0,20,50,20,10,30,20,20,30,30,20,20,20
1093,tgv entre paris et lyon,train paris lyon,0.0,0.0,10,10,10,10,10,10,10,0,10,10,10,10
1094,horaire des trains paris lyon,train paris lyon,6.12,0.0,10,10,20,20,20,20,10,10,20,20,10,20
1095,prix du billet de tgv paris lyon,train paris lyon,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0
1096,billet train pas cher lyon paris,train paris lyon,100.0,0.14,10,20,70,40,40,50,70,50,40,70,90,40
1097,lyon paris aller retour pas cher,train paris lyon,0.0,0.0,0,10,10,10,10,10,20,10,10,10,10,10
1098,gare tgv paris lyon,train paris lyon,0.0,0.0,10,20,30,20,10,10,30,30,20,20,20,20
1099,horaire sncf tgv paris lyon,train paris lyon,0.0,0.0,10,10,20,10,10,20,30,20,10,10,10,20
